"Type","Source","Destination","Size (Bytes)","Alt Text","Anchor","Status Code","Status","Follow","Target","Rel","Path Type","Link Path","Link Position","Link Origin"
"Hyperlink","https://wealthsimplebonus.ca/tag/wealthsimple-tax","https://wealthsimplebonus.ca/fr/tag/wealthsimple-tax","0","","FR","404","Not Found","true","","","Root-Relative","//body/header/div[2]/div/div/div[1]/a","Header","HTML"
"Hyperlink","https://wealthsimplebonus.ca/category/guides","https://wealthsimplebonus.ca/fr/category/guides","0","","FR","404","Not Found","true","","","Root-Relative","//body/header/div[2]/div/div/div[1]/a","Header","HTML"
"Hyperlink","https://wealthsimplebonus.ca/tag/canadian-investing","https://wealthsimplebonus.ca/fr/tag/canadian-investing","0","","FR","404","Not Found","true","","","Root-Relative","//body/header/div[2]/div/div/div[1]/a","Header","HTML"
"Hyperlink","https://wealthsimplebonus.ca/tag/canadian-taxes","https://wealthsimplebonus.ca/fr/tag/canadian-taxes","0","","FR","404","Not Found","true","","","Root-Relative","//body/header/div[2]/div/div/div[1]/a","Header","HTML"
"Hyperlink","https://wealthsimplebonus.ca/tag/wealthsimple-tiers","https://wealthsimplebonus.ca/fr/tag/wealthsimple-tiers","0","","FR","404","Not Found","true","","","Root-Relative","//body/header/div[2]/div/div/div[1]/a","Header","HTML"
"Hyperlink","https://wealthsimplebonus.ca/tag/wealthsimple-premium","https://wealthsimplebonus.ca/fr/tag/wealthsimple-premium","0","","FR","404","Not Found","true","","","Root-Relative","//body/header/div[2]/div/div/div[1]/a","Header","HTML"
"Hyperlink","https://wealthsimplebonus.ca/tag/wealthsimple-vs-questrade","https://wealthsimplebonus.ca/fr/tag/wealthsimple-vs-questrade","0","","FR","404","Not Found","true","","","Root-Relative","//body/header/div[2]/div/div/div[1]/a","Header","HTML"
"Hyperlink","https://wealthsimplebonus.ca/tag/tax-filing-2026","https://wealthsimplebonus.ca/fr/tag/tax-filing-2026","0","","FR","404","Not Found","true","","","Root-Relative","//body/header/div[2]/div/div/div[1]/a","Header","HTML"
"Hyperlink","https://wealthsimplebonus.ca/tag/wealthsimple-generation","https://wealthsimplebonus.ca/fr/tag/wealthsimple-generation","0","","FR","404","Not Found","true","","","Root-Relative","//body/header/div[2]/div/div/div[1]/a","Header","HTML"
"Hyperlink","https://wealthsimplebonus.ca/tag/trading-fees","https://wealthsimplebonus.ca/fr/tag/trading-fees","0","","FR","404","Not Found","true","","","Root-Relative","//body/header/div[2]/div/div/div[1]/a","Header","HTML"
"Hyperlink","https://wealthsimplebonus.ca/tag/is-premium-worth-it","https://wealthsimplebonus.ca/fr/tag/is-premium-worth-it","0","","FR","404","Not Found","true","","","Root-Relative","//body/header/div[2]/div/div/div[1]/a","Header","HTML"
"Hyperlink","https://wealthsimplebonus.ca/tag/wealthsimple-cash","https://wealthsimplebonus.ca/fr/tag/wealthsimple-cash","0","","FR","404","Not Found","true","","","Root-Relative","//body/header/div[2]/div/div/div[1]/a","Header","HTML"
"Hyperlink","https://wealthsimplebonus.ca/tag/brokerage-comparison","https://wealthsimplebonus.ca/fr/tag/brokerage-comparison","0","","FR","404","Not Found","true","","","Root-Relative","//body/header/div[2]/div/div/div[1]/a","Header","HTML"
"Hyperlink","https://wealthsimplebonus.ca/tag/high-interest-savings","https://wealthsimplebonus.ca/fr/tag/high-interest-savings","0","","FR","404","Not Found","true","","","Root-Relative","//body/header/div[2]/div/div/div[1]/a","Header","HTML"
"Hyperlink","https://wealthsimplebonus.ca/tag/wealthsimple-card","https://wealthsimplebonus.ca/fr/tag/wealthsimple-card","0","","FR","404","Not Found","true","","","Root-Relative","//body/header/div[2]/div/div/div[1]/a","Header","HTML"
"Hyperlink","https://wealthsimplebonus.ca/category/reviews","https://wealthsimplebonus.ca/fr/category/reviews","0","","FR","404","Not Found","true","","","Root-Relative","//body/header/div[2]/div/div/div[1]/a","Header","HTML"
"Hyperlink","https://wealthsimplebonus.ca/tag/cash-account-review","https://wealthsimplebonus.ca/fr/tag/cash-account-review","0","","FR","404","Not Found","true","","","Root-Relative","//body/header/div[2]/div/div/div[1]/a","Header","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/2","https://wealthsimplebonus.ca/fr/etiquette/wealthsimple-generation","0","","wealthsimple génération","404","Not Found","true","","","Root-Relative","//body/section/ul/li[2]/article/div/footer/ul/li[2]/a","Footer","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/core-vs-premium-vs-generation","https://wealthsimplebonus.ca/fr/etiquette/wealthsimple-generation","0","","wealthsimple génération","404","Not Found","true","","","Root-Relative","//body/main/section[1]/article/div[2]/ul/li[2]/a","Content","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/2","https://wealthsimplebonus.ca/fr/etiquette/evaluation-compte-cash","0","","évaluation compte cash","404","Not Found","true","","","Root-Relative","//body/section/ul/li[3]/article/div/footer/ul/li[4]/a","Footer","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/evaluation-compte-wealthsimple-comptant","https://wealthsimplebonus.ca/fr/etiquette/evaluation-compte-cash","0","","évaluation compte cash","404","Not Found","true","","","Root-Relative","//body/main/section[1]/article/div[2]/ul/li[4]/a","Content","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/2","https://wealthsimplebonus.ca/fr/etiquette/production-impots-2026","0","","production impôts 2026","404","Not Found","true","","","Root-Relative","//body/section/ul/li[4]/article/div/footer/ul/li[4]/a","Footer","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/evaluation-wealthsimple-impot-2025","https://wealthsimplebonus.ca/fr/etiquette/production-impots-2026","0","","production impôts 2026","404","Not Found","true","","","Root-Relative","//body/main/section[1]/article/div[2]/ul/li[4]/a","Content","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/2","https://wealthsimplebonus.ca/fr/etiquette/carte-wealthsimple","0","","carte wealthsimple","404","Not Found","true","","","Root-Relative","//body/section/ul/li[3]/article/div/footer/ul/li[3]/a","Footer","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/evaluation-compte-wealthsimple-comptant","https://wealthsimplebonus.ca/fr/etiquette/carte-wealthsimple","0","","carte wealthsimple","404","Not Found","true","","","Root-Relative","//body/main/section[1]/article/div[2]/ul/li[3]/a","Content","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/2","https://wealthsimplebonus.ca/fr/etiquette/impots-canadiens","0","","impôts canadiens","404","Not Found","true","","","Root-Relative","//body/section/ul/li[4]/article/div/footer/ul/li[3]/a","Footer","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/evaluation-wealthsimple-impot-2025","https://wealthsimplebonus.ca/fr/etiquette/impots-canadiens","0","","impôts canadiens","404","Not Found","true","","","Root-Relative","//body/main/section[1]/article/div[2]/ul/li[3]/a","Content","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/2","https://wealthsimplebonus.ca/fr/etiquette/code-de-parrainage","0","","code de parrainage","404","Not Found","true","","","Root-Relative","//body/section/ul/li[1]/article/div/footer/ul/li[2]/a","Footer","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/code-promo-vs-code-parrainage","https://wealthsimplebonus.ca/fr/etiquette/code-de-parrainage","0","","code de parrainage","404","Not Found","true","","","Root-Relative","//body/main/section[1]/article/div[2]/ul/li[2]/a","Content","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/2","https://wealthsimplebonus.ca/fr/etiquette/promotions-wealthsimple","0","","promotions wealthsimple","404","Not Found","true","","","Root-Relative","//body/section/ul/li[1]/article/div/footer/ul/li[3]/a","Footer","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/code-promo-vs-code-parrainage","https://wealthsimplebonus.ca/fr/etiquette/promotions-wealthsimple","0","","promotions wealthsimple","404","Not Found","true","","","Root-Relative","//body/main/section[1]/article/div[2]/ul/li[3]/a","Content","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/2","https://wealthsimplebonus.ca/fr/etiquette/wealthsimple-cash","0","","wealthsimple cash","404","Not Found","true","","","Root-Relative","//body/section/ul/li[3]/article/div/footer/ul/li[1]/a","Footer","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/evaluation-compte-wealthsimple-comptant","https://wealthsimplebonus.ca/fr/etiquette/wealthsimple-cash","0","","wealthsimple cash","404","Not Found","true","","","Root-Relative","//body/main/section[1]/article/div[2]/ul/li[1]/a","Content","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/2","https://wealthsimplebonus.ca/fr/etiquette/logiciel-impot-gratuit","0","","logiciel impôt gratuit","404","Not Found","true","","","Root-Relative","//body/section/ul/li[4]/article/div/footer/ul/li[2]/a","Footer","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/evaluation-wealthsimple-impot-2025","https://wealthsimplebonus.ca/fr/etiquette/logiciel-impot-gratuit","0","","logiciel impôt gratuit","404","Not Found","true","","","Root-Relative","//body/main/section[1]/article/div[2]/ul/li[2]/a","Content","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/2","https://wealthsimplebonus.ca/fr/categorie/evaluations","0","","Évaluations","404","Not Found","true","","","Root-Relative","//body/section/ul/li[3]/article/div/header/div/span/a","Header","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/2","https://wealthsimplebonus.ca/fr/categorie/evaluations","0","","Évaluations","404","Not Found","true","","","Root-Relative","//body/section/ul/li[4]/article/div/header/div/span/a","Header","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/evaluation-compte-wealthsimple-comptant","https://wealthsimplebonus.ca/fr/categorie/evaluations","0","","Évaluations","404","Not Found","true","","","Root-Relative","//body/main/section[1]/article/header/nav/ol/li[3]/a","Navigation","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/evaluation-compte-wealthsimple-comptant","https://wealthsimplebonus.ca/fr/categorie/evaluations","0","","Évaluations","404","Not Found","true","","","Root-Relative","//body/main/section[1]/article/header/div/div[3]/a","Header","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/evaluation-wealthsimple-impot-2025","https://wealthsimplebonus.ca/fr/categorie/evaluations","0","","Évaluations","404","Not Found","true","","","Root-Relative","//body/main/section[1]/article/header/nav/ol/li[3]/a","Navigation","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/evaluation-wealthsimple-impot-2025","https://wealthsimplebonus.ca/fr/categorie/evaluations","0","","Évaluations","404","Not Found","true","","","Root-Relative","//body/main/section[1]/article/header/div/div[3]/a","Header","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/2","https://wealthsimplebonus.ca/fr/etiquette/comparaison-des-primes","0","","comparaison des primes","404","Not Found","true","","","Root-Relative","//body/section/ul/li[1]/article/div/footer/ul/li[4]/a","Footer","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/code-promo-vs-code-parrainage","https://wealthsimplebonus.ca/fr/etiquette/comparaison-des-primes","0","","comparaison des primes","404","Not Found","true","","","Root-Relative","//body/main/section[1]/article/div[2]/ul/li[4]/a","Content","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/2","https://wealthsimplebonus.ca/fr/etiquette/epargne-a-interet-eleve","0","","épargne à intérêt élevé","404","Not Found","true","","","Root-Relative","//body/section/ul/li[3]/article/div/footer/ul/li[2]/a","Footer","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/evaluation-compte-wealthsimple-comptant","https://wealthsimplebonus.ca/fr/etiquette/epargne-a-interet-eleve","0","","épargne à intérêt élevé","404","Not Found","true","","","Root-Relative","//body/main/section[1]/article/div[2]/ul/li[2]/a","Content","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/2","https://wealthsimplebonus.ca/fr/etiquette/paliers-wealthsimple","0","","paliers wealthsimple","404","Not Found","true","","","Root-Relative","//body/section/ul/li[2]/article/div/footer/ul/li[3]/a","Footer","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/core-vs-premium-vs-generation","https://wealthsimplebonus.ca/fr/etiquette/paliers-wealthsimple","0","","paliers wealthsimple","404","Not Found","true","","","Root-Relative","//body/main/section[1]/article/div[2]/ul/li[3]/a","Content","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/2","https://wealthsimplebonus.ca/fr/etiquette/wealthsimple-premium","0","","wealthsimple premium","404","Not Found","true","","","Root-Relative","//body/section/ul/li[2]/article/div/footer/ul/li[1]/a","Footer","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/core-vs-premium-vs-generation","https://wealthsimplebonus.ca/fr/etiquette/wealthsimple-premium","0","","wealthsimple premium","404","Not Found","true","","","Root-Relative","//body/main/section[1]/article/div[2]/ul/li[1]/a","Content","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/2","https://wealthsimplebonus.ca/fr/etiquette/gestion-de-patrimoine-canada","0","","gestion de patrimoine canada","404","Not Found","true","","","Root-Relative","//body/section/ul/li[2]/article/div/footer/ul/li[4]/a","Footer","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/core-vs-premium-vs-generation","https://wealthsimplebonus.ca/fr/etiquette/gestion-de-patrimoine-canada","0","","gestion de patrimoine canada","404","Not Found","true","","","Root-Relative","//body/main/section[1]/article/div[2]/ul/li[4]/a","Content","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/2","https://wealthsimplebonus.ca/fr/etiquette/wealthsimple-impot","0","","wealthsimple impôt","404","Not Found","true","","","Root-Relative","//body/section/ul/li[4]/article/div/footer/ul/li[1]/a","Footer","HTML"
"Hyperlink","https://wealthsimplebonus.ca/fr/blogue/evaluation-wealthsimple-impot-2025","https://wealthsimplebonus.ca/fr/etiquette/wealthsimple-impot","0","","wealthsimple impôt","404","Not Found","true","","","Root-Relative","//body/main/section[1]/article/div[2]/ul/li[1]/a","Content","HTML"
