"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"https://wealthsimplebonus.ca/fr/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","3","0.019","https://wealthsimplebonus.ca/fr","HTTP Redirect"
