"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"https://financialpost.com/personal-finance/investing/canadian-banks-fight-for-wealth-transfers","","0","Connection Timeout","Non-Indexable","No Response","1","","",""
